@Member_Id,DisplayAs,ListAs,clearName,Glasses,HairColour,HairLength,FacialHair,ICCode,Speaker
4494,Simon Hoare,"Hoare, Simon",Simon Hoare,FALSE,Grey,Short,,,
4602,Wera Hobhouse,"Hobhouse, Wera",Wera Hobhouse,FALSE,Blonde,Medium,,,
140,Dame Margaret Hodge,"Hodge, Dame Margaret",Margaret Hodge,FALSE,Blonde,Short,,,
1521,Mrs Sharon Hodgson,"Hodgson, Mrs Sharon",Sharon Hodgson,FALSE,Blonde,Medium,,,
4813,Mr Richard Holden,"Holden, Mr Richard",Richard Holden,FALSE,Brown,Short,,,
4363,Kate Hollern,"Hollern, Kate",Kate Hollern,TRUE,Brown,Medium,,,
4474,Kevin Hollinrake,"Hollinrake, Kevin",Kevin Hollinrake,FALSE,Brown,Short,,,
1537,Mr Philip Hollobone,"Hollobone, Mr Philip",Philip Hollobone,FALSE,Grey,Short,,,
1522,Adam Holloway,"Holloway, Adam",Adam Holloway,FALSE,Grey,Short,,,
4803,Paul Holmes,"Holmes, Paul",Paul Holmes,FALSE,Brown,Short,,,
4873,Rachel Hopkins,"Hopkins, Rachel",Rachel Hopkins,FALSE,Brown,Medium,,,
1514,Stewart Hosie,"Hosie, Stewart",Stewart Hosie,TRUE,Grey,Short,Stubble,,
481,Sir George Howarth,"Howarth, Sir George",George Howarth,TRUE,Blonde,Short,Beard,,
1606,John Howell,"Howell, John",John Howell,TRUE,Brown,Short,,,
4830,Paul Howell,"Howell, Paul",Paul Howell,TRUE,Grey,Short,,,
467,Sir Lindsay Hoyle,"Hoyle, Sir Lindsay",Lindsay Hoyle,FALSE,Grey,Short,,,Speaker
4407,Nigel Huddleston,"Huddleston, Nigel",Nigel Huddleston,FALSE,Brown,Short,,,
4853,Dr Neil Hudson,"Hudson, Dr Neil",Neil Hudson,FALSE,Brown,Short,,,
4635,Eddie Hughes,"Hughes, Eddie",Eddie Hughes,FALSE,Brown,Short,Stubble,,
4839,Jane Hunt,"Hunt, Jane",Jane Hunt,FALSE,Blonde,Medium,,,
1572,Jeremy Hunt,"Hunt, Jeremy",Jeremy Hunt,FALSE,Brown,Short,,,
4771,Tom Hunt,"Hunt, Tom",Tom Hunt,FALSE,Brown,Short,,,
4511,Dr Rupa Huq,"Huq, Dr Rupa",Rupa Huq,FALSE,Brown,Long,,,
4394,Imran Hussain,"Hussain, Imran",Imran Hussain,FALSE,Black,Short,,,
4619,Mr Alister Jack,"Jack, Mr Alister",Alister Jack,FALSE,Brown,Short,,,
4634,Christine Jardine,"Jardine, Christine",Christine Jardine,FALSE,Blonde,Medium,,,
4243,Dan Jarvis,"Jarvis, Dan",Dan Jarvis,FALSE,Grey,Short,,,
3945,Sajid Javid,"Javid, Sajid",Sajid Javid,FALSE,No Hair,No Hair,,,
4498,Mr Ranil Jayawardena,"Jayawardena, Mr Ranil",Ranil Jayawardena,TRUE,Brown,Short,,,
40,Sir Bernard Jenkin,"Jenkin, Sir Bernard",Bernard Jenkin,TRUE,Brown,Short,,,
4752,Mark Jenkinson,"Jenkinson, Mark",Mark Jenkinson,FALSE,Brown,Short,Stubble,,
4490,Andrea Jenkyns,"Jenkyns, Andrea",Andrea Jenkyns,FALSE,Blonde,Medium,,,
4320,Robert Jenrick,"Jenrick, Robert",Robert Jenrick,FALSE,Brown,Short,,,
1423,Boris Johnson,"Johnson, Boris",Boris Johnson,FALSE,Blonde,Short,,,
4592,Dr Caroline Johnson,"Johnson, Dr Caroline",Caroline Johnson,TRUE,Brown,Long,,,
1533,Dame Diana Johnson,"Johnson, Dame Diana",Diana Johnson,FALSE,Brown,Long,,,
3970,Gareth Johnson,"Johnson, Gareth",Gareth Johnson,FALSE,Grey,Short,,,
4824,Kim Johnson,"Johnson, Kim",Kim Johnson,FALSE,Blonde,Long,,,
4761,David Johnston,"Johnston, David",David Johnston,FALSE,Brown,Short,,,
3996,Andrew Jones,"Jones, Andrew",Andrew Jones,FALSE,Grey,Short,,,
4621,Darren Jones,"Jones, Darren",Darren Jones,TRUE,Grey,Short,,,
1502,Mr David Jones,"Jones, Mr David",David Jones,FALSE,Brown,Short,,,
4763,Fay Jones,"Jones, Fay",Fay Jones,TRUE,Brown,Medium,,,
4501,Gerald Jones,"Jones, Gerald",Gerald Jones,FALSE,Brown,Short,,,
1438,Mr Kevan Jones,"Jones, Mr Kevan",Kevan Jones,FALSE,Grey,Short,,,
4024,Mr Marcus Jones,"Jones, Mr Marcus",Marcus Jones,TRUE,Brown,Short,,,
4716,Ruth Jones,"Jones, Ruth",Ruth Jones,FALSE,Grey,Medium,,,
4631,Sarah Jones,"Jones, Sarah",Sarah Jones,FALSE,Blonde,Medium,,,
4862,Simon Jupp,"Jupp, Simon",Simon Jupp,FALSE,Brown,Short,Stubble,,
4316,Mike Kane,"Kane, Mike",Mike Kane,FALSE,Grey,Short,,,
1566,Daniel Kawczynski,"Kawczynski, Daniel",Daniel Kawczynski,TRUE,Grey,Short,,,
4805,Alicia Kearns,"Kearns, Alicia",Alicia Kearns,FALSE,Brown,Long,,,
4680,Gillian Keegan,"Keegan, Gillian",Gillian Keegan,FALSE,Brown,Long,,,
1588,Barbara Keeley,"Keeley, Barbara",Barbara Keeley,FALSE,Grey,Medium,,,
4026,Liz Kendall,"Kendall, Liz",Liz Kendall,FALSE,Brown,Long,,,
4671,Afzal Khan,"Khan, Afzal",Afzal Khan,FALSE,Brown,Short,Beard,,
4359,Stephen Kinnock,"Kinnock, Stephen",Stephen Kinnock,FALSE,No Hair,No Hair,Stubble,,
1200,Sir Greg Knight,"Knight, Sir Greg",Greg Knight,FALSE,Grey,Short,,,
4410,Julian Knight,"Knight, Julian",Julian Knight,TRUE,Grey,Short,,,
4858,Danny Kruger,"Kruger, Danny",Danny Kruger,FALSE,Grey,Short,,,
4134,Kwasi Kwarteng,"Kwarteng, Kwasi",Kwasi Kwarteng,TRUE,Black,Short,,,
4505,Peter Kyle,"Kyle, Peter",Peter Kyle,FALSE,Brown,Short,,,
36,Dame Eleanor Laing,"Laing, Dame Eleanor",Eleanor Laing,FALSE,Blonde,Long,,,Chairman of Ways and Means
4630,Ben Lake,"Lake, Ben",Ben Lake,FALSE,Grey,Short,,,
206,Mr David Lammy,"Lammy, Mr David",David Lammy,FALSE,No Hair,No Hair,,,
4608,John Lamont,"Lamont, John",John Lamont,TRUE,Brown,Short,,,
4852,Robert Largan,"Largan, Robert",Robert Largan,FALSE,Brown,Short,,,
4025,Mrs Pauline Latham,"Latham, Mrs Pauline",Pauline Latham,TRUE,Grey,Short,,,
4139,Ian Lavery,"Lavery, Ian",Ian Lavery,FALSE,Grey,Short,,,
4403,Chris Law,"Law, Chris",Chris Law,FALSE,Brown,Long,Goatee,,
4923,Kim Leadbeater,"Leadbeater, Kim",Kim Leadbeater,FALSE,Blonde,Long,,,
4117,Andrea Leadsom,"Leadsom, Andrea",Andrea Leadsom,FALSE,Blonde,Short,,,
345,Sir Edward Leigh,"Leigh, Sir Edward",Edward Leigh,FALSE,Grey,Short,,,
4749,Ian Levy,"Levy, Ian",Ian Levy,TRUE,Grey,Short,,,
4277,Mrs Emma Lewell-Buck,"Lewell-Buck, Mrs Emma",Emma Lewell-Buck,FALSE,Blonde,Medium,,,
4659,Andrew Lewer,"Lewer, Andrew",Andrew Lewer,FALSE,Brown,Short,,,
4009,Brandon Lewis,"Lewis, Brandon",Brandon Lewis,FALSE,Grey,Short,,,
4500,Clive Lewis,"Lewis, Clive",Clive Lewis,FALSE,Brown,Short,,,
54,Dr Julian Lewis,"Lewis, Dr Julian",Julian Lewis,FALSE,Grey,Short,,,
1396,Mr Ian Liddell-Grainger,"Liddell-Grainger, Mr Ian",Ian Liddell-Grainger,FALSE,Grey,Short,,,
4640,David Linden,"Linden, David",David Linden,TRUE,Brown,Short,,,
450,Tony Lloyd,"Lloyd, Tony",Tony Lloyd,TRUE,Grey,Short,,,
4857,Carla Lockhart,"Lockhart, Carla",Carla Lockhart,FALSE,Blonde,Long,,,
4751,Chris Loder,"Loder, Chris",Chris Loder,FALSE,Brown,Short,Stubble,1,
4815,Mark Logan,"Logan, Mark",Mark Logan,FALSE,Blonde,Short,,,
4396,Rebecca Long Bailey,"Long Bailey, Rebecca",Rebecca Long Bailey,FALSE,Blonde,Long,,,
4789,Marco Longhi,"Longhi, Marco",Marco Longhi,FALSE,No Hair,Short,,,
4647,Julia Lopez,"Lopez, Julia",Julia Lopez,FALSE,Blonde,Long,,,
3989,Jack Lopresti,"Lopresti, Jack",Jack Lopresti,FALSE,Brown,Short,,,
4090,Mr Jonathan Lord,"Lord, Mr Jonathan",Jonathan Lord,FALSE,Brown,Short,,,
114,Tim Loughton,"Loughton, Tim",Tim Loughton,FALSE,Grey,Short,,,
3930,Caroline Lucas,"Lucas, Caroline",Caroline Lucas,FALSE,Brown,Short,,,
4472,Holly Lynch,"Lynch, Holly",Holly Lynch,TRUE,Red,Long,,,
4772,Kenny MacAskill,"MacAskill, Kenny",Kenny MacAskill,FALSE,Red,Short,,1,
298,Steve McCabe,"McCabe, Steve",Steve McCabe,FALSE,Grey,Short,,,
1491,Kerry McCarthy,"McCarthy, Kerry",Kerry McCarthy,FALSE,Red,Medium,,,
3953,Jason McCartney,"McCartney, Jason",Jason McCartney,FALSE,Brown,Short,,,
4028,Karl McCartney,"McCartney, Karl",Karl McCartney,FALSE,Brown,Short,,,
193,Siobhain McDonagh,"McDonagh, Siobhain",Siobhain McDonagh,FALSE,Grey,Medium,,,
4269,Andy McDonald,"McDonald, Andy",Andy McDonald,FALSE,No Hair,Short,Stubble,,
4461,Stewart Malcolm McDonald,"McDonald, Stewart Malcolm",Stewart Malcolm McDonald,TRUE,Grey,Short,Beard,,
4393,Stuart C McDonald,"McDonald, Stuart C",Stuart C McDonald,FALSE,Brown,Short,,,
178,John McDonnell,"McDonnell, John",John McDonnell,FALSE,Grey,Short,,,
1587,Pat McFadden,"McFadden, Pat",Pat McFadden,FALSE,No Hair,No Hair,,,
4458,Conor McGinn,"McGinn, Conor",Conor McGinn,TRUE,Brown,Short,,,
4083,Alison McGovern,"McGovern, Alison",Alison McGovern,FALSE,Brown,Long,,,
4529,Craig Mackinlay,"Mackinlay, Craig",Craig Mackinlay,FALSE,Grey,Short,,,
4125,Catherine McKinnell,"McKinnell, Catherine",Catherine McKinnell,FALSE,Brown,Medium,,,
4758,Cherilyn Mackrory,"Mackrory, Cherilyn",Cherilyn Mackrory,FALSE,Brown,Short,,,
4437,Anne McLaughlin,"McLaughlin, Anne",Anne McLaughlin,FALSE,Blonde,Medium,,,
4668,Rachel Maclean,"Maclean, Rachel",Rachel Maclean,TRUE,Blonde,Medium,,,
4569,Jim McMahon,"McMahon, Jim",Jim McMahon,FALSE,Brown,Short,Stubble,,
4632,Anna McMorrin,"McMorrin, Anna",Anna McMorrin,FALSE,Blonde,Medium,,,
4424,John McNally,"McNally, John",John McNally,TRUE,Grey,Short,,,
1546,Angus Brendan MacNeil,"MacNeil, Angus Brendan",Angus Brendan MacNeil,FALSE,Grey,Short,,,
4093,Stephen McPartland,"McPartland, Stephen",Stephen McPartland,FALSE,Brown,Short,,,
4084,Esther McVey,"McVey, Esther",Esther McVey,FALSE,Blonde,Long,,,
4418,Justin Madders,"Madders, Justin",Justin Madders,FALSE,Brown,Short,,,
1392,Mr Khalid Mahmood,"Mahmood, Mr Khalid",Khalid Mahmood,FALSE,Grey,Short,,,
3914,Shabana Mahmood,"Mahmood, Shabana",Shabana Mahmood,FALSE,Black,Long,,,
4484,Alan Mak,"Mak, Alan",Alan Mak,FALSE,Black,Short,,,
4253,Seema Malhotra,"Malhotra, Seema",Seema Malhotra,FALSE,Brown,Medium,,,
4495,Kit Malthouse,"Malthouse, Kit",Kit Malthouse,FALSE,Grey,Short,,,
4762,Anthony Mangnall,"Mangnall, Anthony",Anthony Mangnall,FALSE,Brown,Short,,,
4496,Scott Mann,"Mann, Scott",Scott Mann,FALSE,Brown,Short,,,
4768,Julie Marson,"Marson, Julie",Julie Marson,FALSE,Blonde,Long,,,
4471,Rachael Maskell,"Maskell, Rachael",Rachael Maskell,FALSE,Blonde,Long,,,
4245,Paul Maskey,"Maskey, Paul",Paul Maskey,TRUE,No Hair,No Hair,,1,
4408,Christian Matheson,"Matheson, Christian",Christian Matheson,FALSE,Brown,Short,,,
8,Mrs Theresa May,"May, Mrs Theresa",Theresa May,FALSE,Grey,Short,,,
4739,Jerome Mayhew,"Mayhew, Jerome",Jerome Mayhew,FALSE,No Hair,No Hair,,,
3926,Paul Maynard,"Maynard, Paul",Paul Maynard,TRUE,Grey,Short,,,
4000,Ian Mearns,"Mearns, Ian",Ian Mearns,TRUE,Brown,Short,,,
3998,Mark Menzies,"Menzies, Mark",Mark Menzies,FALSE,Grey,Short,,,
4485,Johnny Mercer,"Mercer, Johnny",Johnny Mercer,FALSE,Brown,Short,,,
4442,Huw Merriman,"Merriman, Huw",Huw Merriman,FALSE,Brown,Short,,,
4092,Stephen Metcalfe,"Metcalfe, Stephen",Stephen Metcalfe,FALSE,Brown,Short,,,
1510,Edward Miliband,"Miliband, Edward",Edward Miliband,FALSE,Brown,Short,,,
4746,Robin Millar,"Millar, Robin",Robin Millar,FALSE,Brown,Short,,,
1480,Mrs Maria Miller,"Miller, Mrs Maria",Maria Miller,FALSE,Red,Medium,,,
4454,Amanda Milling,"Milling, Amanda",Amanda Milling,FALSE,Blonde,Medium,,,
4136,Nigel Mills,"Mills, Nigel",Nigel Mills,FALSE,Brown,Short,,,
4811,Navendu Mishra,"Mishra, Navendu",Navendu Mishra,FALSE,Brown,Short,,,
1211,Mr Andrew Mitchell,"Mitchell, Mr Andrew",Andrew Mitchell,TRUE,Grey,Short,,,
4804,Mr Gagan Mohindra,"Mohindra, Mr Gagan",Gagan Mohindra,FALSE,Brown,Short,,,
4274,Francie Molloy,"Molloy, Francie",Francie Molloy,TRUE,Grey,Short,Beard,1,
4443,Carol Monaghan,"Monaghan, Carol",Carol Monaghan,FALSE,Brown,Medium,,,
4669,Damien Moore,"Moore, Damien",Damien Moore,FALSE,Brown,Short,Beard,,
4861,Robbie Moore,"Moore, Robbie",Robbie Moore,FALSE,Red,Short,,,
4656,Layla Moran,"Moran, Layla",Layla Moran,TRUE,Brown,Medium,,,
4017,Penny Mordaunt,"Mordaunt, Penny",Penny Mordaunt,FALSE,Brown,Long,,,
1548,Jessica Morden,"Morden, Jessica",Jessica Morden,FALSE,Blonde,Medium,,,
4934,Helen Morgan,"Morgan, Helen",Helen Morgan,FALSE,Blonde,Medium,,,
4653,Stephen Morgan,"Morgan, Stephen",Stephen Morgan,FALSE,Brown,Short,Goatee,,
4249,Anne Marie Morris,"Morris, Anne Marie",Anne Marie Morris,FALSE,Brown,Long,,,
4135,David Morris,"Morris, David",David Morris,FALSE,Grey,Short,,,
3973,Grahame Morris,"Morris, Grahame",Grahame Morris,TRUE,No Hair,No Hair,Goatee,,
3992,James Morris,"Morris, James",James Morris,FALSE,Brown,Short,,,
4759,Joy Morrissey,"Morrissey, Joy",Joy Morrissey,FALSE,Brown,Long,,,
4916,Jill Mortimer,"Mortimer, Jill",Jill Mortimer,FALSE,Grey,Medium,,,
4358,Wendy Morton,"Morton, Wendy",Wendy Morton,FALSE,Red,Short,,,
4860,Dr Kieran Mullan,"Mullan, Dr Kieran",Kieran Mullan,FALSE,No Hair,No Hair,,,
4867,Holly Mumby-Croft,"Mumby-Croft, Holly",Holly Mumby-Croft,FALSE,Red,Short,,,
1512,David Mundell,"Mundell, David",David Mundell,TRUE,Grey,Short,Stubble,,
3966,Ian Murray,"Murray, Ian",Ian Murray,FALSE,Grey,Short,,,
4797,James Murray,"Murray, James",James Murray,FALSE,Brown,Short,,,
4100,Mrs Sheryll Murray,"Murray, Mrs Sheryll",Sheryll Murray,TRUE,Blonde,Short,,,
1466,Dr Andrew Murrison,"Murrison, Dr Andrew",Andrew Murrison,FALSE,Grey,Short,,,
4082,Lisa Nandy,"Nandy, Lisa",Lisa Nandy,FALSE,Brown,Long,,,
1601,Sir Robert Neill,"Neill, Sir Robert",Robert Neill,FALSE,Grey,Short,,,
4420,Gavin Newlands,"Newlands, Gavin",Gavin Newlands,FALSE,Brown,Short,,,
4799,Charlotte Nichols,"Nichols, Charlotte",Charlotte Nichols,FALSE,Red,Long,,,
4851,Lia Nici,"Nici, Lia",Lia Nici,FALSE,Grey,Short,,,
4415,John Nicolson,"Nicolson, John",John Nicolson,FALSE,Grey,Short,,,
4048,Caroline Nokes,"Nokes, Caroline",Caroline Nokes,FALSE,Brown,Long,,,
3991,Jesse Norman,"Norman, Jesse",Jesse Norman,FALSE,Brown,Short,,,
4641,Alex Norris,"Norris, Alex",Alex Norris,TRUE,Brown,Short,,,
4679,Neil O'Brien,"O'Brien, Neil",Neil O'Brien,FALSE,Brown,Short,,,
4006,Dr Matthew Offord,"Offord, Dr Matthew",Matthew Offord,FALSE,Grey,Short,,,
4371,Brendan O'Hara,"O'Hara, Brendan",Brendan O'Hara,TRUE,Grey,Short,,,
4591,Sarah Olney,"Olney, Sarah",Sarah Olney,FALSE,Brown,Medium,,,
4124,Chi Onwurah,"Onwurah, Chi",Chi Onwurah,FALSE,Black,Medium,,,
4142,Guy Opperman,"Opperman, Guy",Guy Opperman,FALSE,Black,Short,,,
4820,Abena Oppong-Asare,"Oppong-Asare, Abena",Abena Oppong-Asare,FALSE,Brown,Medium,,,
4515,Kate Osamor,"Osamor, Kate",Kate Osamor,FALSE,Black,Long,,,
4783,Kate Osborne,"Osborne, Kate",Kate Osborne,FALSE,Grey,Short,,,
4413,Kirsten Oswald,"Oswald, Kirsten",Kirsten Oswald,FALSE,Brown,Medium,,,
4779,Taiwo Owatemi,"Owatemi, Taiwo",Taiwo Owatemi,FALSE,Black,Long,,,
4777,Sarah Owen,"Owen, Sarah",Sarah Owen,FALSE,Black,Long,,,
4129,Ian Paisley,"Paisley, Ian",Ian Paisley,FALSE,Grey,Short,,,
4072,Neil Parish,"Parish, Neil",Neil Parish,FALSE,Brown,Short,,,
4066,Priti Patel,"Patel, Priti",Priti Patel,FALSE,Brown,Long,,,
4052,Mark Pawsey,"Pawsey, Mark",Mark Pawsey,TRUE,Grey,Short,,,
4607,Stephanie Peacock,"Peacock, Stephanie",Stephanie Peacock,FALSE,Brown,Medium,,,
1528,Sir Mike Penning,"Penning, Sir Mike",Mike Penning,FALSE,Grey,Short,,,
4520,Matthew Pennycook,"Pennycook, Matthew",Matthew Pennycook,FALSE,Brown,Short,,,
1584,John Penrose,"Penrose, John",John Penrose,FALSE,Grey,Short,,,
3939,Andrew Percy,"Percy, Andrew",Andrew Percy,FALSE,Brown,Short,,,
3952,Mr Toby Perkins,"Perkins, Mr Toby",Toby Perkins,FALSE,Brown,Short,,,
4370,Jess Phillips,"Phillips, Jess",Jess Phillips,FALSE,Brown,Medium,,,
4046,Bridget Phillipson,"Phillipson, Bridget",Bridget Phillipson,FALSE,Brown,Long,,,
4503,Chris Philp,"Philp, Chris",Chris Philp,FALSE,Red,Short,,,
4075,Christopher Pincher,"Pincher, Christopher",Christopher Pincher,FALSE,Brown,Short,Stubble,,
4682,Luke Pollard,"Pollard, Luke",Luke Pollard,FALSE,Grey,Short,,,
3932,Dr Dan Poulter,"Poulter, Dr Dan",Dan Poulter,FALSE,Brown,Short,,,
4522,Rebecca Pow,"Pow, Rebecca",Rebecca Pow,FALSE,Blonde,Medium,,,
4263,Lucy Powell,"Powell, Lucy",Lucy Powell,FALSE,Brown,Medium,,,
4401,Victoria Prentis,"Prentis, Victoria",Victoria Prentis,FALSE,Brown,Medium,,,
1576,Mark Pritchard,"Pritchard, Mark",Mark Pritchard,FALSE,Grey,Short,,,
4369,Tom Pursglove,"Pursglove, Tom",Tom Pursglove,FALSE,Brown,Short,,,
4917,Ms Anum Qaisar,"Qaisar, Ms Anum",Anum Qaisar,FALSE,Black,Long,,,
4507,Jeremy Quin,"Quin, Jeremy",Jeremy Quin,TRUE,Brown,Short,,,
4423,Will Quince,"Quince, Will",Will Quince,FALSE,Grey,Short,,,
3924,Yasmin Qureshi,"Qureshi, Yasmin",Yasmin Qureshi,FALSE,Black,Long,,,
4007,Dominic Raab,"Raab, Dominic",Dominic Raab,FALSE,Grey,Short,,,
4845,Tom Randall,"Randall, Tom",Tom Randall,TRUE,Brown,Short,,,
4356,Angela Rayner,"Rayner, Angela",Angela Rayner,FALSE,Blonde,Long,,,
14,John Redwood,"Redwood, John",John Redwood,FALSE,Grey,Short,,,
4268,Steve Reed,"Reed, Steve",Steve Reed,FALSE,Grey,Short,,,
4525,Christina Rees,"Rees, Christina",Christina Rees,FALSE,Blonde,Medium,,,
4099,Mr Jacob Rees-Mogg,"Rees-Mogg, Mr Jacob",Jacob Rees-Mogg,TRUE,Grey,Short,,,
4620,Ellie Reeves,"Reeves, Ellie",Ellie Reeves,FALSE,Blonde,Long,,,
4031,Rachel Reeves,"Reeves, Rachel",Rachel Reeves,FALSE,Brown,Long,,,
4119,Jonathan Reynolds,"Reynolds, Jonathan",Jonathan Reynolds,FALSE,Grey,Short,Stubble,,
4764,Bell Ribeiro-Addy,"Ribeiro-Addy, Bell",Bell Ribeiro-Addy,FALSE,Brown,Long,,,
4868,Nicola Richards,"Richards, Nicola",Nicola Richards,FALSE,Brown,Long,,,
4840,Angela Richardson,"Richardson, Angela",Angela Richardson,FALSE,Blonde,Short,,,
4457,Ms Marie Rimmer,"Rimmer, Ms Marie",Marie Rimmer,FALSE,Red,Short,,,
4810,Rob Roberts,"Roberts, Rob",Rob Roberts,FALSE,Grey,Short,,,
253,Mr Laurence Robertson,"Robertson, Mr Laurence",Laurence Robertson,FALSE,Grey,Short,,,
4360,Gavin Robinson,"Robinson, Gavin",Gavin Robinson,TRUE,Grey,Short,,,
4406,Mary Robinson,"Robinson, Mary",Mary Robinson,FALSE,Blonde,Medium,,,
4654,Matt Rodda,"Rodda, Matt",Matt Rodda,FALSE,Grey,Short,,,
1447,Andrew Rosindell,"Rosindell, Andrew",Andrew Rosindell,TRUE,Grey,Short,,,
4627,Douglas Ross,"Ross, Douglas",Douglas Ross,FALSE,Brown,Short,,,
4652,Lee Rowley,"Rowley, Lee",Lee Rowley,FALSE,Brown,Short,,,
4812,Dean Russell,"Russell, Dean",Dean Russell,FALSE,Brown,Short,,,
4615,Lloyd Russell-Moyle,"Russell-Moyle, Lloyd",Lloyd Russell-Moyle,TRUE,Red,Short,Beard,,
4033,David Rutley,"Rutley, David",David Rutley,FALSE,Grey,Short,,,
4760,Gary Sambrook,"Sambrook, Gary",Gary Sambrook,FALSE,Brown,Short,,,
4521,Liz Saville Roberts,"Saville Roberts, Liz",Liz Saville Roberts,FALSE,Grey,Medium,,,
4863,Selaine Saxby,"Saxby, Selaine",Selaine Saxby,FALSE,Brown,Short,,,
4414,Paul Scully,"Scully, Paul",Paul Scully,TRUE,Grey,Short,Beard,,
4681,Bob Seely,"Seely, Bob",Bob Seely,FALSE,Grey,Short,,,
1453,Andrew Selous,"Selous, Andrew",Andrew Selous,FALSE,Grey,Short,,,
4409,Naz Shah,"Shah, Naz",Naz Shah,FALSE,Brown,Long,,,
4131,Jim Shannon,"Shannon, Jim",Jim Shannon,TRUE,Grey,Short,,,
1582,Grant Shapps,"Shapps, Grant",Grant Shapps,FALSE,Grey,Short,,,
4014,Alok Sharma,"Sharma, Alok",Alok Sharma,TRUE,Brown,Short,,,
1604,Mr Virendra Sharma,"Sharma, Mr Virendra",Virendra Sharma,TRUE,No Hair,No Hair,,,
411,Mr Barry Sheerman,"Sheerman, Mr Barry",Barry Sheerman,FALSE,Grey,Short,,,
3997,Alec Shelbrooke,"Shelbrooke, Alec",Alec Shelbrooke,FALSE,Brown,Short,,,
4453,Tommy Sheppard,"Sheppard, Tommy",Tommy Sheppard,FALSE,Grey,Short,Beard,,
4518,Tulip Siddiq,"Siddiq, Tulip",Tulip Siddiq,FALSE,Brown,Long,,,
4872,David Simmonds,"Simmonds, David",David Simmonds,FALSE,Grey,Short,,,
4021,Chris Skidmore,"Skidmore, Chris",Chris Skidmore,FALSE,Grey,Short,,,
1516,Andy Slaughter,"Slaughter, Andy",Andy Slaughter,TRUE,Grey,Short,,,
4738,Alyn Smith,"Smith, Alyn",Alyn Smith,FALSE,Brown,Short,Stubble,,
4436,Cat Smith,"Smith, Cat",Cat Smith,TRUE,Blonde,Long,,,
1609,Chloe Smith,"Smith, Chloe",Chloe Smith,TRUE,Brown,Short,,,
4778,Greg Smith,"Smith, Greg",Greg Smith,FALSE,Brown,Short,,,
3960,Henry Smith,"Smith, Henry",Henry Smith,FALSE,Grey,Short,,,
4456,Jeff Smith,"Smith, Jeff",Jeff Smith,FALSE,Grey,Short,,,
4118,Julian Smith,"Smith, Julian",Julian Smith,FALSE,Grey,Short,,,
3928,Nick Smith,"Smith, Nick",Nick Smith,FALSE,Grey,Short,,,
4478,Royston Smith,"Smith, Royston",Royston Smith,FALSE,Grey,Short,,,
4444,Karin Smyth,"Smyth, Karin",Karin Smyth,FALSE,Grey,Short,,,
4658,Alex Sobel,"Sobel, Alex",Alex Sobel,FALSE,Brown,Short,,,
4372,Amanda Solloway,"Solloway, Amanda",Amanda Solloway,FALSE,Grey,Long,,,
318,John Spellar,"Spellar, John",John Spellar,TRUE,Grey,Short,Stubble,,
4785,Dr Ben Spencer,"Spencer, Dr Ben",Ben Spencer,FALSE,Red,Short,,,
4055,Mark Spencer,"Spencer, Mark",Mark Spencer,FALSE,Brown,Short,,,
4866,Alexander Stafford,"Stafford, Alexander",Alexander Stafford,TRUE,Brown,Short,Beard,,
4514,Keir Starmer,"Starmer, Keir",Keir Starmer,FALSE,Grey,Short,,,
4463,Chris Stephens,"Stephens, Chris",Chris Stephens,FALSE,Brown,Short,,,
4044,Andrew Stephenson,"Stephenson, Andrew",Andrew Stephenson,FALSE,Grey,Short,Stubble,,
4425,Jo Stevens,"Stevens, Jo",Jo Stevens,FALSE,Brown,Medium,,,
4750,Jane Stevenson,"Stevenson, Jane",Jane Stevenson,FALSE,Red,Long,,,
3942,John Stevenson,"Stevenson, John",John Stevenson,FALSE,No Hair,No Hair,,,
3919,Bob Stewart,"Stewart, Bob",Bob Stewart,FALSE,Grey,Short,,,
4015,Iain Stewart,"Stewart, Iain",Iain Stewart,TRUE,Brown,Short,,,
4612,Jamie Stone,"Stone, Jamie",Jamie Stone,TRUE,Grey,Short,,,
234,Sir Gary Streeter,"Streeter, Sir Gary",Gary Streeter,TRUE,Red,Short,,,
4504,Wes Streeting,"Streeting, Wes",Wes Streeting,FALSE,Brown,Short,,,
3935,Mel Stride,"Stride, Mel",Mel Stride,FALSE,Brown,Short,,,
449,Graham Stringer,"Stringer, Graham",Graham Stringer,FALSE,Grey,Short,,,
1482,Graham Stuart,"Stuart, Graham",Graham Stuart,FALSE,Grey,Short,,,
4079,Julian Sturdy,"Sturdy, Julian",Julian Sturdy,FALSE,Brown,Short,,,
4786,Zarah Sultana,"Sultana, Zarah",Zarah Sultana,FALSE,Brown,Medium,,,
4483,Rishi Sunak,"Sunak, Rishi",Rishi Sunak,FALSE,Brown,Short,,,
4767,James Sunderland,"Sunderland, James",James Sunderland,FALSE,Grey,Short,Goatee,,
55,Sir Desmond Swayne,"Swayne, Sir Desmond",Desmond Swayne,FALSE,Grey,Short,,,
245,Sir Robert Syms,"Syms, Sir Robert",Robert Syms,FALSE,Grey,Short,,,
1383,Mark Tami,"Tami, Mark",Mark Tami,TRUE,Grey,Short,,,
4829,Sam Tarry,"Tarry, Sam",Sam Tarry,FALSE,Blonde,Short,,,
4430,Alison Thewliss,"Thewliss, Alison",Alison Thewliss,FALSE,Brown,Short,,,
4532,Derek Thomas,"Thomas, Derek",Derek Thomas,FALSE,Brown,Short,,,
